,USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW.1,MW.2,MW.3,AW,AW.1,AW.2,AW.3,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
6519,28450,99999,201707310350,210.0,10.0,,5.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.62,,,,,,,,
6520,28450,99999,201707310400,213.0,6.0,,,,,,,,,,,,,,,,,57.0,54.0,1003.7,,979.9,,,,,,,
6521,28450,99999,201707310420,990.0,10.0,,8.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.62,,,,,,,,
6522,28450,99999,201707310450,190.0,10.0,,8.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.62,,,,,,,,
6523,28450,99999,201707310500,185.0,11.0,15.0,,,,,,,,,,,,,,,,57.0,53.0,1004.1,,980.3,,,,,,,
6524,28450,99999,201707310520,200.0,10.0,,9.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.65,,,,,,,,
6525,28450,99999,201707310550,200.0,13.0,,160.0,,,,,6.2,,,,,,,,,,57.0,52.0,,29.65,,,,,,,,
6526,28450,99999,201707310600,184.0,11.0,14.0,,BKN,,,,25.0,1.0,,,,,,,,2.0,57.0,52.0,1004.3,,980.5,65.0,56.0,,,,,0.0
6527,28450,99999,201707310620,190.0,9.0,,160.0,,,,,6.2,,,,,,,,,,59.0,54.0,,29.65,,,,,,,,
6528,28450,99999,201707310650,200.0,9.0,,,,,,,6.2,,,,,,,,,,59.0,52.0,,29.65,,,,,,,,
6529,28450,99999,201707310700,197.0,8.0,13.0,,,,,,,,,,,,,,,,60.0,52.0,1004.5,,980.9,,,,,,,0.0
6530,28450,99999,201707310720,990.0,8.0,,,,,,,6.2,,,,,,,,,,59.0,52.0,,29.65,,,,,,,,
6531,28450,99999,201707310750,220.0,11.0,,,,,,,6.2,,,,,,,,,,63.0,52.0,,29.68,,,,,,,,
6532,28450,99999,201707310800,204.0,9.0,12.0,,,,,,,,,,,,,,,,64.0,50.0,1004.7,,981.3,,,,,,,
6533,28450,99999,201707310820,210.0,10.0,,,,,,,6.2,,,,,,,,,,63.0,52.0,,29.68,,,,,,,,
6534,28450,99999,201707310850,990.0,8.0,,,,,,,6.2,,,,,,,,,,64.0,52.0,,29.68,,,,,,,,
6535,28450,99999,201707310900,187.0,7.0,11.0,722.0,SCT,,,,31.2,2.0,,,,,,,,1.0,66.0,51.0,1004.8,,981.5,,,,,,,
6536,28450,99999,201707310920,990.0,9.0,,,,,,,6.2,,,,,,,,,,66.0,52.0,,29.68,,,,,,,,
6537,28450,99999,201707310950,220.0,7.0,,,,,,,6.2,,,,,,,,,,66.0,52.0,,29.68,,,,,,,,
6538,28450,99999,201707311000,192.0,8.0,13.0,,,,,,,,,,,,,,,,67.0,51.0,1004.9,,981.6,,,,,,,0.0
6539,28450,99999,201707311020,990.0,10.0,,,,,,,6.2,,,,,,,,,,68.0,52.0,,29.68,,,,,,,,
6540,28450,99999,201707311050,990.0,8.0,,54.0,,,,,6.2,,,,,,,,,,68.0,54.0,,29.68,,,,,,,,
6541,28450,99999,201707311100,195.0,8.0,13.0,,,,,,,,,,,,,,,,67.0,49.0,1005.3,,982.0,,,,,,,0.0
6542,28450,99999,201707311120,990.0,8.0,,,,,,,6.2,,,,,,,,,,66.0,50.0,,29.68,,,,,,,,
6543,28450,99999,201707311150,210.0,9.0,,,,,,,6.2,,,,,,,,,,68.0,52.0,,29.71,,,,,,,,
6544,28450,99999,201707311200,206.0,7.0,12.0,722.0,SCT,,,,31.2,1.0,,,,,,,,1.0,67.0,49.0,1005.5,,982.2,,,,,,,0.0
6545,28450,99999,201707311220,990.0,7.0,,50.0,,,,,6.2,,,,,,,,,,68.0,50.0,,29.71,,,,,,,,
6546,28450,99999,201707311250,990.0,7.0,,,,,,,6.2,,,,,,,,,,70.0,50.0,,29.71,,,,,,,,
6547,28450,99999,201707311300,191.0,9.0,14.0,,,,,,,,,,,,,,,,70.0,47.0,1005.5,,982.3,,,,,,,0.0
6548,28450,99999,201707311320,210.0,6.0,,,,,,,,,,,,,,,,,68.0,48.0,,29.71,,,,,,,,
6549,28450,99999,201707311350,990.0,10.0,,,,,,,6.2,,,,,,,,,,68.0,52.0,,29.71,,,,,,,,
6550,28450,99999,201707311400,208.0,9.0,14.0,,,,,,,,,,,,,,,,70.0,51.0,1005.3,,982.1,,,,,,,
6551,28450,99999,201707311420,220.0,10.0,,,,,,,,,,,,,,,,,70.0,52.0,,29.71,,,,,,,,
6552,28450,99999,201707311450,200.0,8.0,,,,,,,,,,,,,,,,,68.0,52.0,,29.71,,,,,,,,
6553,28450,99999,201707311500,218.0,6.0,,,,,,,,,,,,,,,,,70.0,51.0,1005.4,,982.2,,,,,,,
6554,28450,99999,201707311520,230.0,8.0,,,,,,,,,,,,,,,,,70.0,54.0,,29.71,,,,,,,,
6555,28450,99999,201707311550,220.0,6.0,,,,,,,,,,,,,,,,,70.0,52.0,,29.71,,,,,,,,
6556,28450,99999,201707311600,203.0,8.0,12.0,,,,,,,,,,,,,,,,69.0,51.0,1005.4,,982.2,,,,,,,
6557,28450,99999,201707311620,220.0,9.0,,,,,,,,,,,,,,,,,70.0,52.0,,29.71,,,,,,,,
6558,28450,99999,201707311650,210.0,7.0,,,,,,,,,,,,,,,,,68.0,52.0,,29.71,,,,,,,,
6559,28450,99999,201707311700,222.0,5.0,,,,,,,,,,,,,,,,,69.0,50.0,1005.6,,982.4,,,,,,,
6560,28450,99999,201707311720,230.0,7.0,,,,,,,,,,,,,,,,,68.0,50.0,,29.71,,,,,,,,
6561,28450,99999,201707311750,240.0,5.0,,,,,,,,,,,,,,,,,68.0,50.0,,29.71,,,,,,,,
6562,28450,99999,201707311800,231.0,2.0,,,,,,,,,,,,,,,,,68.0,49.0,1005.7,,982.5,71.0,57.0,,,,,
6563,28450,99999,201707311820,250.0,2.0,,,,,,,,,,,,,,,,,68.0,52.0,,29.71,,,,,,,,
6564,28450,99999,201707311850,,0.0,,,,,,,,,,,,,,,,,64.0,52.0,,29.71,,,,,,,,
6565,28450,99999,201707311900,360.0,0.0,,,,,,,,,,,,,,,,,65.0,50.0,1006.0,,982.5,,,,,,,
6566,28450,99999,201707311920,50.0,1.0,,,,,,,,,,,,,,,,,64.0,50.0,,29.71,,,,,,,,
6567,28450,99999,201707311950,40.0,2.0,,,,,,,,,,,,,,,,,64.0,50.0,,29.71,,,,,,,,
6568,28450,99999,201707312000,29.0,4.0,,,,,,,,,,,,,,,,,62.0,49.0,1006.3,,982.8,,,,,,,
6569,28450,99999,201707312020,70.0,5.0,,,,,,,,,,,,,,,,,61.0,52.0,,29.71,,,,,,,,
6570,28450,99999,201707312050,60.0,6.0,,,,,,,,,,,,,,,,,61.0,52.0,,29.71,,,,,,,,
6571,28450,99999,201707312100,59.0,3.0,,,,,,,,,,,,,,,,,61.0,52.0,1006.5,,982.9,,,,,,,
6572,28450,99999,201707312120,80.0,6.0,,,,,,,,,,,,,,,,,61.0,52.0,,29.71,,,,,,,,
6573,28450,99999,201707312150,60.0,8.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.71,,,,,,,,
6574,28450,99999,201707312200,48.0,7.0,,,,,,,,,,,,,,,,,58.0,52.0,1006.4,,982.7,,,,,,,
6575,28450,99999,201707312220,50.0,9.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.71,,,,,,,,
6576,28450,99999,201707312250,60.0,9.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.71,,,,,,,,
6577,28450,99999,201707312300,53.0,8.0,,,,,,,,,,,,,,,,,57.0,52.0,1006.3,,982.5,,,,,,,
6578,28450,99999,201707312320,60.0,9.0,,,,,,,,,,,,,,,,,57.0,54.0,,29.71,,,,,,,,
6579,28450,99999,201707312350,60.0,10.0,,,,,,,,,,,,,,,,,57.0,54.0,,29.71,,,,,,,,
6580,28450,99999,201708010000,54.0,9.0,11.0,,,,,,,,,,,,,,,,57.0,52.0,1006.0,,982.2,,,,,,,
6581,28450,99999,201708010020,180.0,5.0,,,,,,,6.2,,,,,,,,,,57.0,52.0,,29.71,,,,,,,,
6582,28450,99999,201708010050,990.0,1.0,,,,,,,,,,,,,,,,,55.0,52.0,,29.71,,,,,,,,
6583,28450,99999,201708010100,50.0,2.0,,,,,,,,,,,,,,,,,56.0,51.0,1006.2,,982.3,,,,,,,0.0
6584,28450,99999,201708010120,50.0,5.0,,150.0,,,,,6.2,,,,,,,,,,55.0,52.0,,29.71,,,,,,,,
6585,28450,99999,201708010150,50.0,6.0,,,,,,,,,,,,,,,,,55.0,52.0,,29.71,,,,,,,,
6586,28450,99999,201708010200,50.0,6.0,,,,,,,,,,,,,,,,,56.0,53.0,1006.0,,982.2,,,,,,,
6587,28450,99999,201708010220,60.0,7.0,,80.0,,,,,6.2,,,,,61.0,,,,,57.0,54.0,,29.68,,,,,,,,
6588,28450,99999,201708010250,70.0,8.0,,,,,,,,,,,,,,,,,55.0,54.0,,29.68,,,,,,,,
6589,28450,99999,201708010300,66.0,7.0,,,,,,,,,,,,,,,,,56.0,53.0,1005.8,,982.0,,,,,,,0.0
6590,28450,99999,201708010320,990.0,3.0,,,,,,,,,,,,,,,,,57.0,54.0,,29.71,,,,,,,,
6591,28450,99999,201708010350,990.0,3.0,,75.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.71,,,,,,,,
6592,28450,99999,201708010400,79.0,2.0,,,,,,,,,,,,,,,,,59.0,54.0,1006.2,,982.5,,,,,,,0.0
6593,28450,99999,201708010420,990.0,2.0,,60.0,,,,,6.2,16.0,,,,,,,,,59.0,55.0,,29.71,,,,,,,,
6594,28450,99999,201708010450,990.0,3.0,,60.0,,,,,6.2,61.0,,,,,,,,,59.0,55.0,,29.71,,,,,,,,
6595,28450,99999,201708010500,92.0,4.0,,,,,,,,,,,,,,,,,58.0,54.0,1006.4,,982.7,,,,,,,0.0
6596,28450,99999,201708010520,100.0,3.0,,50.0,,,,,6.2,,,,,,,,,,57.0,55.0,,29.71,,,,,,,,
6597,28450,99999,201708010550,990.0,3.0,,50.0,,,,,6.2,,,,,,,,,,59.0,55.0,,29.71,,,,,,,,
6598,28450,99999,201708010600,89.0,4.0,,,BKN,,,,28.8,2.0,,,,,,,,8.0,59.0,55.0,1006.6,,982.9,68.0,56.0,,,,,0.0
6599,28450,99999,201708010620,990.0,5.0,,50.0,,,,,6.2,16.0,,,,,,,,,59.0,55.0,,29.71,,,,,,,,
6600,28450,99999,201708010650,130.0,6.0,,20.0,,,,,6.2,61.0,16.0,,,,,,,,59.0,57.0,,29.71,,,,,,,,
6601,28450,99999,201708010700,105.0,6.0,,,,,,,,,,,,,,,,,59.0,56.0,1006.9,,983.2,,,,,,,0.0
6602,28450,99999,201708010720,110.0,6.0,,35.0,,,,,6.2,80.0,,,,,,,,,59.0,57.0,,29.74,,,,,,,,
6603,28450,99999,201708010750,990.0,6.0,,65.0,,,,,6.2,80.0,,,,,,,,,59.0,57.0,,29.74,,,,,,,,
6604,28450,99999,201708010800,114.0,5.0,,,,,,,,,,,,,,,,,59.0,57.0,1007.2,,983.5,,,,,,,0.0
6605,28450,99999,201708010820,990.0,5.0,,10.0,,,,,6.2,,,,,,,,,,59.0,57.0,,29.74,,,,,,,,
6606,28450,99999,201708010850,990.0,5.0,,12.0,,,,,6.2,,,,,,,,,,59.0,57.0,,29.74,,,,,,,,
6607,28450,99999,201708010900,108.0,6.0,,,OVC,,,,18.8,25.0,,,,,,,,8.0,59.0,57.0,1007.3,,983.6,,,,,,,0.0
6608,28450,99999,201708010920,990.0,5.0,,15.0,,,,,6.2,16.0,,,,,,,,,59.0,57.0,,29.74,,,,,,,,
6609,28450,99999,201708010950,990.0,5.0,,80.0,,,,,6.2,,,,,,,,,,61.0,57.0,,29.74,,,,,,,,
6610,28450,99999,201708011000,112.0,6.0,,,,,,,,,,,,,,,,,62.0,57.0,1007.3,,983.7,,,,,,,0.0
6611,28450,99999,201708011020,990.0,5.0,,11.0,,,,,6.2,,,,,,,,,,63.0,57.0,,29.74,,,,,,,,
6612,28450,99999,201708011050,990.0,5.0,,33.0,,,,,6.2,80.0,,,,,,,,,61.0,57.0,,29.74,,,,,,,,
6613,28450,99999,201708011100,138.0,6.0,,,,,,,,,,,,,,,,,60.0,57.0,1007.5,,983.9,,,,,,,0.0
6614,28450,99999,201708011120,990.0,6.0,,35.0,,,,,6.2,16.0,,,,,,,,,61.0,59.0,,29.74,,,,,,,,
6615,28450,99999,201708011150,160.0,7.0,,15.0,,,,,6.2,,,,,,,,,,64.0,59.0,,29.74,,,,,,,,
6616,28450,99999,201708011200,150.0,8.0,12.0,,BKN,,,,25.0,25.0,,,,,,,,8.0,64.0,59.0,1007.0,,983.6,,,,,,,0.0
6617,28450,99999,201708011220,150.0,7.0,,15.0,,,,,6.2,,,,,,,,,,64.0,59.0,,29.74,,,,,,,,
6618,28450,99999,201708011250,210.0,10.0,,19.0,,,,,6.2,,,,,,,,,,66.0,59.0,,29.74,,,,,,,,
6619,28450,99999,201708011300,187.0,14.0,21.0,,,,,,,,,,,,,,,,64.0,55.0,1007.1,,983.6,,,,,,,0.0
6620,28450,99999,201708011320,190.0,13.0,,26.0,,,,,6.2,,,,,,,,,,63.0,55.0,,29.74,,,,,,,,
6621,28450,99999,201708011350,990.0,10.0,,32.0,,,,,6.2,,,,,,,,,,64.0,55.0,,29.74,,,,,,,,
6622,28450,99999,201708011400,177.0,9.0,13.0,,,,,,,,,,,,,,,,65.0,54.0,1006.8,,983.4,,,,,,,0.0
6623,28450,99999,201708011420,990.0,10.0,,,,,,,6.2,,,,,,,,,,66.0,55.0,,29.74,,,,,,,,
6624,28450,99999,201708011450,190.0,15.0,,,,,,,6.2,,,,,,,,,,63.0,55.0,,29.74,,,,,,,,
6625,28450,99999,201708011500,175.0,17.0,22.0,,,,,,,,,,,,,,,,62.0,53.0,1007.2,,983.7,,,,,,,0.0
6626,28450,99999,201708011520,190.0,16.0,,18.0,,,,,6.2,,,,,,,,,,61.0,54.0,,29.74,,,,,,,,
6627,28450,99999,201708011550,190.0,13.0,,16.0,,,,,6.2,,,,,,,,,,59.0,54.0,,29.74,,,,,,,,
6628,28450,99999,201708011600,193.0,11.0,17.0,,,,,,,,,,,,,,,,60.0,54.0,1007.6,,984.0,,,,,,,0.0
6629,28450,99999,201708011620,190.0,10.0,,27.0,,,,,6.2,,,,,91.0,,,,,61.0,55.0,,29.74,,,,,,,,
6630,28450,99999,201708011650,180.0,7.0,,17.0,,,,,6.2,,,,,,,,,,61.0,55.0,,29.74,,,,,,,,
6631,28450,99999,201708011700,178.0,8.0,11.0,,,,,,,,,,,,,,,,60.0,55.0,1007.5,,983.8,,,,,,,0.0
6632,28450,99999,201708011720,180.0,9.0,,22.0,,,,,6.2,,,,,,,,,,59.0,54.0,,29.74,,,,,,,,
6633,28450,99999,201708011750,990.0,8.0,,17.0,,,,,6.2,,,,,,,,,,61.0,55.0,,29.74,,,,,,,,
6634,28450,99999,201708011800,195.0,8.0,13.0,,,,,,,,,,,,,,,,60.0,53.0,1007.4,,983.7,66.0,59.0,,,,,0.0
6635,28450,99999,201708011820,180.0,8.0,,20.0,,,,,6.2,,,,,,,,,,59.0,54.0,,29.74,,,,,,,,
6636,28450,99999,201708011850,990.0,6.0,,18.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6637,28450,99999,201708011900,180.0,8.0,,,,,,,,,,,,,,,,,58.0,53.0,1007.5,,983.7,,,,,,,
6638,28450,99999,201708011920,160.0,8.0,,,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6639,28450,99999,201708011950,990.0,6.0,,,,,,,,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6640,28450,99999,201708012000,179.0,8.0,11.0,,,,,,,,,,,,,,,,57.0,52.0,1007.6,,983.7,,,,,,,
6641,28450,99999,201708012020,180.0,7.0,,15.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6642,28450,99999,201708012050,180.0,6.0,,13.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6643,28450,99999,201708012100,169.0,6.0,,,,,,,,,,,,,,,,,57.0,53.0,1007.7,,983.9,,,,,,,
6644,28450,99999,201708012120,180.0,7.0,,13.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6645,28450,99999,201708012150,180.0,9.0,,10.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6646,28450,99999,201708012200,184.0,13.0,19.0,,,,,,,,,,,,,,,,57.0,53.0,1007.9,,984.0,,,,,,,
6647,28450,99999,201708012220,190.0,11.0,,10.0,,,,,6.2,,,,,,,,,,57.0,54.0,,29.74,,,,,,,,
6648,28450,99999,201708012250,200.0,9.0,,7.0,,,,,6.2,,,,,,,,,,55.0,54.0,,29.77,,,,,,,,
6649,28450,99999,201708012300,204.0,11.0,15.0,,,,,,,,,,,,,,,,56.0,53.0,1008.0,,984.2,,,,,,,
6650,28450,99999,201708012320,210.0,13.0,,4.0,,,,,6.2,,,,,,,,,,55.0,54.0,,29.77,,,,,,,,
6651,28450,99999,201708012350,210.0,14.0,,5.0,,,,,6.2,,,,,,,,,,55.0,54.0,,29.77,,,,,,,,
6652,28450,99999,201708020000,212.0,7.0,11.0,,,,,,,,,,,,,,,,55.0,53.0,1008.2,,984.3,,,,,,,
6653,28450,99999,201708020020,210.0,11.0,,6.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.77,,,,,,,,
6654,28450,99999,201708020050,190.0,7.0,,70.0,,,,,6.2,,,,,,,,,,52.0,52.0,,29.74,,,,,,,,
6655,28450,99999,201708020100,184.0,6.0,,,,,,,,,,,,,,,,,54.0,52.0,1008.0,,984.0,,,,,,,
6656,28450,99999,201708020120,190.0,7.0,,6.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6657,28450,99999,201708020150,170.0,6.0,,6.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6658,28450,99999,201708020200,160.0,6.0,,,,,,,,,,,,,,,,,53.0,51.0,1007.7,,983.7,,,,,,,
6659,28450,99999,201708020220,150.0,6.0,,5.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6660,28450,99999,201708020250,160.0,5.0,,3.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6661,28450,99999,201708020300,187.0,6.0,,,,,,,,,,,,,,,,,53.0,51.0,1007.6,,983.6,,,,,,,
6662,28450,99999,201708020320,190.0,7.0,,3.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6663,28450,99999,201708020350,210.0,10.0,,2.0,,,,,6.2,,,,,,,,,,54.0,52.0,,29.74,,,,,,,,
6664,28450,99999,201708020400,203.0,9.0,14.0,,,,,,,,,,,,,,,,55.0,53.0,1007.6,,983.6,,,,,,,0.0
6665,28450,99999,201708020420,210.0,10.0,,2.0,,,,,6.2,,,,,,,,,,54.0,54.0,,29.74,,,,,,,,
6666,28450,99999,201708020450,200.0,8.0,,2.0,,,,,6.2,,,,,,,,,,54.0,54.0,,29.74,,,,,,,,
6667,28450,99999,201708020500,204.0,6.0,,,,,,,,,,,,,,,,,55.0,53.0,1007.7,,983.8,,,,,,,0.0
6668,28450,99999,201708020520,210.0,8.0,,5.0,,,,,6.2,,,,,,,,,,55.0,52.0,,29.74,,,,,,,,
6669,28450,99999,201708020550,200.0,9.0,,9.0,,,,,6.2,,,,,,,,,,55.0,52.0,,29.74,,,,,,,,
6670,28450,99999,201708020600,217.0,7.0,,,BKN,,,,31.2,1.0,,,,,,,,2.0,56.0,51.0,1007.6,,983.7,60.0,53.0,,,,,0.0
6671,28450,99999,201708020620,990.0,8.0,,10.0,,,,,6.2,,,,,,,,,,57.0,52.0,,29.74,,,,,,,,
6672,28450,99999,201708020650,210.0,8.0,,,,,,,6.2,,,,,,,,,,59.0,54.0,,29.74,,,,,,,,
6673,28450,99999,201708020700,220.0,6.0,,,,,,,,,,,,,,,,,59.0,51.0,1007.4,,983.7,,,,,,,0.0
6674,28450,99999,201708020720,990.0,8.0,,,,,,,6.2,,,,,,,,,,59.0,52.0,,29.74,,,,,,,,
6675,28450,99999,201708020750,990.0,9.0,,,,,,,6.2,,,,,,,,,,61.0,52.0,,29.74,,,,,,,,
6676,28450,99999,201708020800,193.0,11.0,17.0,,,,,,,,,,,,,,,,63.0,51.0,1007.1,,983.5,,,,,,,0.0
6677,28450,99999,201708020820,990.0,11.0,,,,,,,6.2,,,,,,,,,,63.0,52.0,,29.74,,,,,,,,
6678,28450,99999,201708020850,230.0,14.0,,40.0,,,,,6.2,,,,,,,,,,63.0,50.0,,29.74,,,,,,,,
6679,28450,99999,201708020900,218.0,13.0,17.0,722.0,SCT,,,,43.8,2.0,,,,,,,,1.0,65.0,49.0,1006.7,,983.3,,,,,,,0.0
6680,28450,99999,201708020920,220.0,15.0,,48.0,,,,,6.2,,,,,,,,,,63.0,50.0,,29.74,,,,,,,,
6681,28450,99999,201708020950,220.0,14.0,,50.0,,,,,6.2,,,,,,,,,,64.0,50.0,,29.71,,,,,,,,
6682,28450,99999,201708021000,230.0,11.0,17.0,,,,,,,,,,,,,,,,65.0,48.0,1006.5,,983.1,,,,,,,0.0
6683,28450,99999,201708021020,230.0,13.0,,43.0,,,,,6.2,,,,,,,,,,64.0,48.0,,29.71,,,,,,,,
6684,28450,99999,201708021050,230.0,9.0,,68.0,,,,,6.2,,,,,,,,,,64.0,48.0,,29.71,,,,,,,,
6685,28450,99999,201708021100,214.0,8.0,11.0,,,,,,,,,,,,,,,,65.0,48.0,1006.4,,983.0,,,,,,,0.0
6686,28450,99999,201708021120,220.0,10.0,,70.0,,,,,6.2,,,,,,,,,,64.0,50.0,,29.71,,,,,,,,
6687,28450,99999,201708021150,220.0,9.0,,70.0,,,,,6.2,,,,,,,,,,64.0,50.0,,29.71,,,,,,,,
6688,28450,99999,201708021200,246.0,6.0,11.0,,BKN,,,,50.0,1.0,,,,,,,,1.0,66.0,48.0,1005.8,,982.5,,,,,,,0.0
6689,28450,99999,201708021220,230.0,9.0,,70.0,,,,,6.2,,,,,,,,,,66.0,50.0,,29.71,,,,,,,,
6690,28450,99999,201708021250,220.0,10.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.71,,,,,,,,
6691,28450,99999,201708021300,229.0,7.0,11.0,,,,,,,,,,,,,,,,67.0,45.0,1005.4,,982.1,,,,,,,0.0
6692,28450,99999,201708021320,220.0,10.0,,,,,,,,,,,,,,,,,68.0,46.0,,29.68,,,,,,,,
6693,28450,99999,201708021350,220.0,10.0,,,,,,,,,,,,,,,,,66.0,48.0,,29.68,,,,,,,,
6694,28450,99999,201708021400,202.0,9.0,13.0,,,,,,,,,,,,,,,,67.0,46.0,1005.0,,981.7,,,,,,,0.0
6695,28450,99999,201708021420,200.0,13.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.68,,,,,,,,
6696,28450,99999,201708021450,210.0,11.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.68,,,,,,,,
6697,28450,99999,201708021500,213.0,7.0,,,,,,,,,,,,,,,,,66.0,49.0,1004.7,,981.3,,,,,,,0.0
6698,28450,99999,201708021520,210.0,10.0,,,,,,,,,,,,,,,,,64.0,50.0,,29.65,,,,,,,,
6699,28450,99999,201708021550,210.0,9.0,,,,,,,,,,,,,,,,,66.0,48.0,,29.65,,,,,,,,
6700,28450,99999,201708021600,196.0,8.0,12.0,,,,,,,,,,,,,,,,67.0,48.0,1004.3,,981.0,,,,,,,0.0
6701,28450,99999,201708021620,210.0,8.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.65,,,,,,,,
6702,28450,99999,201708021650,220.0,8.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.65,,,,,,,,
6703,28450,99999,201708021700,204.0,6.0,,,,,,,,,,,,,,,,,66.0,49.0,1004.2,,980.9,,,,,,,0.0
6704,28450,99999,201708021720,210.0,7.0,,,,,,,,,,,,,,,,,66.0,50.0,,29.65,,,,,,,,
6705,28450,99999,201708021750,210.0,8.0,,50.0,,,,,6.2,,,,,,,,,,66.0,50.0,,29.65,,,,,,,,
6706,28450,99999,201708021800,217.0,4.0,,,,,,,,,,,,,,,,,66.0,49.0,1004.1,,980.8,69.0,55.0,,,,,0.0
6707,28450,99999,201708021820,230.0,7.0,,,,,,,,,,,,,,,,,63.0,50.0,,29.65,,,,,,,,
6708,28450,99999,201708021850,220.0,7.0,,,,,,,,,,,,,,,,,61.0,52.0,,29.65,,,,,,,,
6709,28450,99999,201708021900,213.0,4.0,,,,,,,,,,,,,,,,,62.0,51.0,1004.3,,980.8,,,,,,,
6710,28450,99999,201708021920,220.0,8.0,,,,,,,,,,,,,,,,,59.0,52.0,,29.65,,,,,,,,
6711,28450,99999,201708021950,220.0,9.0,,,,,,,,,,,,,,,,,59.0,52.0,,29.65,,,,,,,,
6712,28450,99999,201708022000,216.0,5.0,,,,,,,,,,,,,,,,,60.0,52.0,1004.4,,980.8,,,,,,,0.0
6713,28450,99999,201708022020,230.0,9.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.65,,,,,,,,
6714,28450,99999,201708022050,230.0,9.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.65,,,,,,,,
6715,28450,99999,201708022100,230.0,4.0,,,,,,,,,,,,,,,,,59.0,51.0,1004.2,,980.5,,,,,,,
6716,28450,99999,201708022120,230.0,9.0,,,,,,,,,,,,,,,,,57.0,52.0,,29.65,,,,,,,,
6717,28450,99999,201708022150,240.0,9.0,,,,,,,,,,,,,,,,,55.0,50.0,,29.65,,,,,,,,
6718,28450,99999,201708022200,239.0,4.0,,,,,,,,,,,,,,,,,57.0,51.0,1004.1,,980.4,,,,,,,
6719,28450,99999,201708022220,240.0,8.0,,,,,,,,,,,,,,,,,55.0,52.0,,29.65,,,,,,,,
6720,28450,99999,201708022250,250.0,6.0,,,,,,,,,,,,,,,,,55.0,50.0,,29.65,,,,,,,,
6721,28450,99999,201708022300,238.0,4.0,,,,,,,,,,,,,,,,,57.0,51.0,1003.9,,980.2,,,,,,,
6722,28450,99999,201708022320,260.0,5.0,,,,,,,,,,,,,,,,,55.0,50.0,,29.62,,,,,,,,
6723,28450,99999,201708022350,280.0,6.0,,,,,,,,,,,,,,,,,54.0,52.0,,29.62,,,,,,,,
6724,28450,99999,201708030000,248.0,4.0,,,,,,,,,,,,,,,,,56.0,50.0,1003.7,,979.9,,,,,,,
6725,28450,99999,201708030020,280.0,5.0,,,,,,,,,,,,,,,,,54.0,52.0,,29.62,,,,,,,,
6726,28450,99999,201708030050,280.0,2.0,,,,,,,,,,,,,,,,,54.0,50.0,,29.62,,,,,,,,
6727,28450,99999,201708030100,360.0,0.0,,,,,,,,,,,,,,,,,56.0,50.0,1003.6,,979.9,,,,,,,0.0
6728,28450,99999,201708030120,280.0,3.0,,,,,,,,,,,,,,,,,54.0,52.0,,29.62,,,,,,,,
6729,28450,99999,201708030150,310.0,6.0,,,,,,,,,,,,,,,,,55.0,52.0,,29.62,,,,,,,,
6730,28450,99999,201708030200,327.0,6.0,,,,,,,,,,,,,,,,,56.0,51.0,1003.4,,979.7,,,,,,,
6731,28450,99999,201708030220,320.0,5.0,,,,,,,,,,,,,,,,,57.0,50.0,,29.62,,,,,,,,
6732,28450,99999,201708030250,300.0,3.0,,,,,,,,,,,,,,,,,57.0,50.0,,29.62,,,,,,,,
6733,28450,99999,201708030300,300.0,5.0,,,,,,,,,,,,,,,,,57.0,50.0,1003.4,,979.7,,,,,,,
