,USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW.1,MW.2,MW.3,AW,AW.1,AW.2,AW.3,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
0,28450,99999,201705010000,174.0,10.0,14.0,,,,,,2.2,,,,,67.0,,,,8.0,31.0,31.0,1009.2,,984.1,,,,,,,35.0
1,28450,99999,201705010020,180.0,10.0,,4.0,,,,,2.9,,,,,10.0,,,,,30.0,30.0,,29.74,,,,,,,,
2,28450,99999,201705010050,190.0,10.0,,4.0,,,,,2.1,,,,,10.0,,,,,30.0,30.0,,29.74,,,,,,,,
3,28450,99999,201705010100,188.0,12.0,16.0,,,,,,3.2,,,,,77.0,,,,,31.0,30.0,1009.1,,984.0,,,,,,,35.0
4,28450,99999,201705010120,200.0,13.0,,2.0,OBS,,,,1.8,,,,,72.0,,,,,30.0,30.0,,29.74,,,,,,,,
5,28450,99999,201705010150,200.0,14.0,,2.0,OBS,,,,2.1,,,,,10.0,,,,,30.0,30.0,,29.74,,,,,,,,
6,28450,99999,201705010200,200.0,15.0,20.0,,,,,,1.7,,,,,61.0,,,,,31.0,31.0,1009.2,,984.1,,,,,,,35.0
7,28450,99999,201705010220,210.0,14.0,,1.0,OBS,,,,0.3,,,,,35.0,,,,,30.0,30.0,,29.77,,,,,,,,
8,28450,99999,201705010250,210.0,14.0,,1.0,OBS,,,,0.2,,,,,35.0,,,,,30.0,30.0,,29.77,,,,,,,,
9,28450,99999,201705010300,203.0,13.0,18.0,,,,,,0.5,,,,,85.0,,,,8.0,31.0,31.0,1009.6,,984.5,,,,,,,35.0
10,28450,99999,201705010320,210.0,15.0,,1.0,OBS,,,,1.3,,,,,10.0,,,,,30.0,30.0,,29.77,,,,,,,,
11,28450,99999,201705010350,210.0,14.0,,2.0,OBS,,,,1.8,,,,,10.0,,,,,30.0,30.0,,29.77,,,,,,,,
12,28450,99999,201705010400,199.0,14.0,19.0,,,,,,3.2,,,,,71.0,,,,,31.0,31.0,1009.9,,984.8,,,,,,,35.0
13,28450,99999,201705010420,210.0,14.0,,2.0,OBS,,,,2.3,,,,,10.0,,,,,30.0,30.0,,29.77,,,,,,,,
14,28450,99999,201705010450,210.0,17.0,,1.0,,,,,3.1,,,,,45.0,,,,,30.0,30.0,,29.8,,,,,,,,
15,28450,99999,201705010500,213.0,13.0,22.0,,,,,,1.6,,,,,61.0,,,,,31.0,31.0,1010.4,,985.3,,,,,,,35.0
16,28450,99999,201705010520,230.0,15.0,,1.0,OBS,,,,0.9,,,,,72.0,,,,,30.0,30.0,,29.8,,,,,,,,
17,28450,99999,201705010550,220.0,17.0,,1.0,,,,,0.9,,,,,27.0,,,,,30.0,30.0,,29.8,,,,,,,,
18,28450,99999,201705010600,216.0,11.0,18.0,,,,,,1.8,,,,,67.0,,,,8.0,31.0,30.0,1011.0,,985.8,34.0,31.0,,,,,35.0
19,28450,99999,201705010620,210.0,16.0,,5.0,,,,,3.8,,,,,85.0,,,,,30.0,30.0,,29.8,,,,,,,,
20,28450,99999,201705010650,220.0,17.0,,13.0,,,,,5.6,,,,,85.0,,,,,30.0,30.0,,29.83,,,,,,,,
21,28450,99999,201705010700,222.0,11.0,18.0,,,,,,4.0,,,,,61.0,,,,,30.0,30.0,1011.8,,986.6,,,,,,,35.0
22,28450,99999,201705010720,220.0,20.0,,8.0,,,,,6.2,,,,,71.0,,,,,30.0,28.0,,29.83,,,,,,,,
23,28450,99999,201705010750,220.0,18.0,,11.0,,,,,6.2,,,,,,,,,,32.0,28.0,,29.83,,,,,,,,
24,28450,99999,201705010800,210.0,13.0,19.0,,,,,,16.4,,,,,23.0,,,,,32.0,30.0,1012.4,,987.2,,,,,,,35.0
25,28450,99999,201705010820,220.0,18.0,,17.0,,,,,6.2,,,,,,,,,,32.0,30.0,,29.85,,,,,,,,
26,28450,99999,201705010850,220.0,16.0,,17.0,,,,,6.2,,,,,,,,,,34.0,28.0,,29.85,,,,,,,,
27,28450,99999,201705010900,216.0,13.0,17.0,,,,,,23.2,,,,,0.0,,,,8.0,34.0,31.0,1012.4,,987.4,,,,,,,35.0
28,28450,99999,201705010920,210.0,16.0,,26.0,,,,,6.2,,,,,,,,,,34.0,30.0,,29.85,,,,,,,,
29,28450,99999,201705010950,220.0,17.0,,28.0,,,,,6.2,,,,,,,,,,36.0,28.0,,29.85,,,,,,,,
30,28450,99999,201705011000,216.0,16.0,24.0,,,,,,23.4,,,,,0.0,,,,,37.0,29.0,1012.7,,987.8,,,,,,,35.0
31,28450,99999,201705011020,230.0,23.0,,39.0,,,,,6.2,,,,,,,,,,36.0,27.0,,29.85,,,,,,,,
32,28450,99999,201705011050,230.0,20.0,,37.0,,,,,6.2,,,,,,,,,,37.0,27.0,,29.88,,,,,,,,
33,28450,99999,201705011100,221.0,13.0,19.0,,,,,,20.1,,,,,0.0,,,,,37.0,27.0,1013.3,,988.4,,,,,,,35.0
34,28450,99999,201705011120,210.0,17.0,,37.0,,,,,6.2,,,,,,,,,,37.0,27.0,,29.88,,,,,,,,
35,28450,99999,201705011150,220.0,18.0,32.0,40.0,,,,,6.2,,,,,,,,,,39.0,25.0,,29.88,,,,,,,,
36,28450,99999,201705011200,216.0,14.0,24.0,,,,,,27.4,,,,,0.0,,,,8.0,40.0,25.0,1013.4,,988.6,,,,,,,35.0
37,28450,99999,201705011220,210.0,17.0,,44.0,,,,,6.2,,,,,,,,,,39.0,27.0,,29.88,,,,,,,,
38,28450,99999,201705011250,210.0,24.0,,43.0,,,,,6.2,,,,,,,,,,39.0,28.0,,29.88,,,,,,,,
39,28450,99999,201705011300,205.0,16.0,25.0,,,,,,28.1,,,,,0.0,,,,,41.0,27.0,1013.2,,988.5,,,,,,,35.0
40,28450,99999,201705011320,220.0,21.0,,42.0,,,,,6.2,,,,,,,,,,39.0,28.0,,29.88,,,,,,,,
41,28450,99999,201705011350,230.0,23.0,,55.0,,,,,6.2,,,,,61.0,,,,,41.0,27.0,,29.88,,,,,,,,
42,28450,99999,201705011400,234.0,13.0,22.0,,,,,,18.2,,,,,52.0,,,,,41.0,27.0,1013.3,,988.6,,,,,,,35.0
43,28450,99999,201705011420,230.0,26.0,,60.0,,,,,6.2,,,,,,,,,,41.0,28.0,,29.88,,,,,,,,
44,28450,99999,201705011450,220.0,16.0,,,,,,,,,,,,,,,,,41.0,28.0,,29.88,,,,,,,,
45,28450,99999,201705011500,211.0,13.0,18.0,,,,,,31.2,,,,,0.0,,,,8.0,42.0,27.0,1013.2,,988.5,,,,,,,35.0
46,28450,99999,201705011520,220.0,14.0,,,,,,,,,,,,,,,,,43.0,27.0,,29.88,,,,,,,,
47,28450,99999,201705011550,230.0,20.0,,,,,,,,,,,,,,,,,43.0,25.0,,29.88,,,,,,,,
48,28450,99999,201705011600,229.0,15.0,24.0,,,,,,31.2,,,,,0.0,,,,,44.0,24.0,1013.0,,988.5,,,,,,,35.0
49,28450,99999,201705011620,230.0,18.0,,,,,,,,,,,,,,,,,43.0,25.0,,29.88,,,,,,,,
50,28450,99999,201705011650,240.0,20.0,,,,,,,,,,,,,,,,,43.0,25.0,,29.88,,,,,,,,
51,28450,99999,201705011700,232.0,15.0,25.0,,,,,,31.2,,,,,0.0,,,,,43.0,25.0,1013.3,,988.7,,,,,,,35.0
52,28450,99999,201705011720,240.0,18.0,30.0,,,,,,,,,,,,,,,,43.0,25.0,,29.88,,,,,,,,
53,28450,99999,201705011750,230.0,16.0,,,,,,,,,,,,,,,,,43.0,25.0,,29.88,,,,,,,,
54,28450,99999,201705011800,229.0,15.0,23.0,,,,,,31.2,,,,,0.0,,,,8.0,42.0,26.0,1013.6,,988.9,44.0,30.0,,,,,34.0
55,28450,99999,201705011820,240.0,17.0,,,,,,,,,,,,,,,,,41.0,27.0,,29.91,,,,,,,,
56,28450,99999,201705011850,240.0,16.0,,,,,,,,,,,,,,,,,41.0,27.0,,29.91,,,,,,,,
57,28450,99999,201705011900,235.0,12.0,19.0,,,,,,31.2,,,,,0.0,,,,,40.0,27.0,1014.1,,989.3,,,,,,,34.0
58,28450,99999,201705011920,240.0,16.0,,,,,,,,,,,,,,,,,39.0,27.0,,29.91,,,,,,,,
59,28450,99999,201705011950,240.0,15.0,,,,,,,,,,,,,,,,,39.0,27.0,,29.91,,,,,,,,
60,28450,99999,201705012000,233.0,10.0,15.0,,,,,,31.2,,,,,0.0,,,,,38.0,27.0,1014.5,,989.7,,,,,,,35.0
61,28450,99999,201705012020,990.0,15.0,,,,,,,,,,,,,,,,,39.0,27.0,,29.91,,,,,,,,
62,28450,99999,201705012050,240.0,17.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.91,,,,,,,,
63,28450,99999,201705012100,231.0,11.0,16.0,,,,,,31.2,,,,,0.0,,,,0.0,38.0,27.0,1014.8,,989.9,,,,,,,35.0
64,28450,99999,201705012120,230.0,16.0,,,,,,,,,,,,,,,,,37.0,28.0,,29.91,,,,,,,,
65,28450,99999,201705012150,230.0,14.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.91,,,,,,,,
66,28450,99999,201705012200,231.0,10.0,15.0,,,,,,31.2,,,,,0.0,,,,,37.0,27.0,1015.0,,990.0,,,,,,,35.0
67,28450,99999,201705012220,240.0,14.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.94,,,,,,,,
68,28450,99999,201705012250,230.0,13.0,,,,,,,,,,,,,,,,,36.0,28.0,,29.94,,,,,,,,
69,28450,99999,201705012300,228.0,9.0,14.0,,,,,,31.2,,,,,0.0,,,,,36.0,28.0,1015.2,,990.2,,,,,,,34.0
70,28450,99999,201705012320,230.0,14.0,,,,,,,,,,,,,,,,,36.0,28.0,,29.94,,,,,,,,
71,28450,99999,201705012350,230.0,14.0,,,,,,,,,,,,,,,,,36.0,28.0,,29.94,,,,,,,,
72,28450,99999,201705020000,225.0,9.0,13.0,,,,,,31.2,,,,,0.0,,,,0.0,36.0,28.0,1015.4,,990.4,,,,,,,34.0
73,28450,99999,201705020020,230.0,14.0,,,,,,,,,,,,,,,,,36.0,28.0,,29.94,,,,,,,,
74,28450,99999,201705020050,230.0,13.0,,,,,,,,,,,,,,,,,36.0,27.0,,29.94,,,,,,,,
75,28450,99999,201705020100,234.0,9.0,12.0,,,,,,31.2,,,,,0.0,,,,,36.0,28.0,1015.6,,990.6,,,,,,,34.0
76,28450,99999,201705020120,250.0,11.0,,,,,,,,,,,,,,,,,36.0,27.0,,29.94,,,,,,,,
77,28450,99999,201705020150,250.0,13.0,,,,,,,,,,,,,,,,,36.0,27.0,,29.94,,,,,,,,
78,28450,99999,201705020200,243.0,8.0,13.0,,,,,,31.2,,,,,0.0,,,,,36.0,27.0,1015.8,,990.8,,,,,,,34.0
79,28450,99999,201705020220,240.0,9.0,,,,,,,,,,,,,,,,,36.0,27.0,,29.94,,,,,,,,
80,28450,99999,201705020250,250.0,13.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.94,,,,,,,,
81,28450,99999,201705020300,255.0,10.0,18.0,,,,,,31.2,,,,,0.0,,,,0.0,37.0,26.0,1016.0,,991.0,,,,,,,34.0
82,28450,99999,201705020320,260.0,13.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.97,,,,,,,,
83,28450,99999,201705020350,990.0,10.0,,,,,,,,,,,,,,,,,37.0,27.0,,29.97,,,,,,,,
84,28450,99999,201705020400,264.0,10.0,17.0,,,,,,31.2,,,,,0.0,,,,,38.0,27.0,1016.3,,991.3,,,,,,,34.0
85,28450,99999,201705020420,280.0,13.0,24.0,,,,,,,,,,,,,,,,37.0,27.0,,29.97,,,,,,,,
86,28450,99999,201705020450,280.0,13.0,,,,,,,6.2,,,,,,,,,,39.0,27.0,,29.97,,,,,,,,
87,28450,99999,201705020500,276.0,14.0,26.0,,,,,,31.2,,,,,0.0,,,,,39.0,26.0,1016.5,,991.6,,,,,,,34.0
88,28450,99999,201705020520,280.0,16.0,,,,,,,6.2,,,,,,,,,,39.0,27.0,,29.97,,,,,,,,
89,28450,99999,201705020550,990.0,11.0,,,,,,,6.2,,,,,,,,,,39.0,27.0,,29.97,,,,,,,,
90,28450,99999,201705020600,286.0,16.0,25.0,722.0,SCT,,,,31.2,3.0,,,,,,,,0.0,41.0,26.0,1016.9,,992.1,42.0,35.0,,,,,34.0
91,28450,99999,201705020620,300.0,13.0,,80.0,,,,,6.2,,,,,,,,,,39.0,25.0,,30.0,,,,,,,,
92,28450,99999,201705020650,990.0,13.0,24.0,,,,,,6.2,,,,,,,,,,41.0,27.0,,30.0,,,,,,,,
93,28450,99999,201705020700,283.0,15.0,27.0,,,,,,25.4,,,,,0.0,,,,,41.0,26.0,1017.5,,992.7,,,,,,,34.0
94,28450,99999,201705020720,300.0,13.0,,,,,,,6.2,,,,,,,,,,41.0,25.0,,30.0,,,,,,,,
95,28450,99999,201705020750,990.0,14.0,,,,,,,6.2,,,,,,,,,,41.0,25.0,,30.03,,,,,,,,
96,28450,99999,201705020800,288.0,16.0,25.0,,,,,,31.2,,,,,0.0,,,,,43.0,25.0,1018.0,,993.2,,,,,,,34.0
97,28450,99999,201705020820,310.0,14.0,,48.0,,,,,6.2,,,,,,,,,,41.0,25.0,,30.03,,,,,,,,
98,28450,99999,201705020850,300.0,15.0,,48.0,,,,,6.2,,,,,,,,,,41.0,25.0,,30.03,,,,,,,,
99,28450,99999,201705020900,294.0,15.0,23.0,,,,,,31.2,,,,,0.0,,,,0.0,43.0,25.0,1018.7,,994.0,,,,,,,34.0
100,28450,99999,201705020920,310.0,15.0,,200.0,,,,,6.2,83.0,,,,,,,,,43.0,25.0,,30.06,,,,,,,,
101,28450,99999,201705020950,990.0,17.0,29.0,,,,,,6.2,80.0,,,,,,,,,43.0,25.0,,30.06,,,,,,,,
102,28450,99999,201705021000,284.0,17.0,27.0,,,,,,29.7,,,,,0.0,,,,,45.0,24.0,1019.2,,994.5,,,,,,,34.0
103,28450,99999,201705021020,310.0,17.0,,48.0,,,,,6.2,16.0,,,,,,,,,43.0,23.0,,30.06,,,,,,,,
104,28450,99999,201705021050,300.0,17.0,,48.0,,,,,6.2,80.0,,,,,,,,,41.0,25.0,,30.09,,,,,,,,
105,28450,99999,201705021100,305.0,15.0,27.0,,,,,,23.7,,,,,0.0,,,,,42.0,26.0,1020.2,,995.4,,,,,,,34.0
106,28450,99999,201705021120,990.0,15.0,,48.0,,,,,6.2,16.0,,,,,,,,,43.0,25.0,,30.09,,,,,,,,
107,28450,99999,201705021150,310.0,17.0,,57.0,,,,,6.2,16.0,,,,,,,,,43.0,25.0,,30.09,,,,,,,,
108,28450,99999,201705021200,298.0,16.0,25.0,,BKN,,,,31.2,15.0,,,,,,,,8.0,44.0,24.0,1020.8,,996.1,,,,,,,34.0
109,28450,99999,201705021220,330.0,16.0,,47.0,,,,,6.2,,,,,81.0,,,,,39.0,27.0,,30.12,,,,,,,,
110,28450,99999,201705021250,320.0,17.0,,39.0,,,,,6.2,,,,,81.0,,,,,37.0,30.0,,30.15,,,,,,,,
111,28450,99999,201705021300,310.0,12.0,20.0,,,,,,29.5,,,,,81.0,,,,,39.0,32.0,1022.0,,997.0,,,,,,,33.0
112,28450,99999,201705021320,310.0,11.0,23.0,55.0,,,,,6.2,,,,,,,,,,41.0,28.0,,30.15,,,,,,,,
113,28450,99999,201705021350,330.0,15.0,,50.0,,,,,6.2,,,,,,,,,,39.0,27.0,,30.15,,,,,,,,
114,28450,99999,201705021400,322.0,17.0,28.0,,,,,,31.2,,,,,0.0,,,,,40.0,27.0,1022.6,,997.6,,,,,,,33.0
115,28450,99999,201705021420,330.0,14.0,,70.0,,,,,6.2,,,,,,,,,,39.0,27.0,,30.18,,,,,,,,
116,28450,99999,201705021450,330.0,14.0,,50.0,,,,,6.2,,,,,,,,,,39.0,27.0,,30.18,,,,,,,,
117,28450,99999,201705021500,310.0,19.0,29.0,,,,,,13.5,,,,,80.0,,,,8.0,40.0,27.0,1023.6,,998.6,,,,,,,33.0
118,28450,99999,201705021520,330.0,16.0,,40.0,,,,,6.2,,,,,,,,,,39.0,27.0,,30.18,,,,,,,,
119,28450,99999,201705021550,330.0,14.0,,,,,,,6.2,,,,,41.0,,,,,39.0,28.0,,30.21,,,,,,,,
120,28450,99999,201705021600,319.0,15.0,23.0,,,,,,31.2,,,,,0.0,,,,,38.0,28.0,1024.4,,999.3,,,,,,,33.0
121,28450,99999,201705021620,330.0,14.0,,32.0,,,,,6.2,,,,,,,,,,37.0,28.0,,30.21,,,,,,,,
122,28450,99999,201705021650,340.0,13.0,,50.0,,,,,6.2,,,,,,,,,,37.0,28.0,,30.21,,,,,,,,
123,28450,99999,201705021700,327.0,9.0,21.0,,,,,,31.2,,,,,22.0,,,,,38.0,28.0,1025.0,,999.9,,,,,,,33.0
124,28450,99999,201705021720,340.0,15.0,,46.0,,,,,6.2,,,,,,,,,,37.0,28.0,,30.24,,,,,,,,
125,28450,99999,201705021750,340.0,14.0,,48.0,,,,,6.2,,,,,,,,,,36.0,28.0,,30.24,,,,,,,,
126,28450,99999,201705021800,318.0,11.0,23.0,,,,,,31.2,,,,,0.0,,,,8.0,37.0,27.0,1025.7,,1000.5,45.0,36.0,,,,,33.0
127,28450,99999,201705021820,330.0,14.0,,,,,,,,,,,,,,,,,36.0,25.0,,30.24,,,,,,,,
128,28450,99999,201705021850,340.0,17.0,30.0,,,,,,,,,,,,,,,,36.0,23.0,,30.27,,,,,,,,
129,28450,99999,201705021900,325.0,14.0,25.0,,,,,,31.2,,,,,0.0,,,,,36.0,24.0,1026.3,,1001.0,,,,,,,33.0
130,28450,99999,201705021920,330.0,11.0,,,,,,,,,,,,,,,,,36.0,25.0,,30.27,,,,,,,,
131,28450,99999,201705021950,330.0,10.0,,41.0,,,,,6.2,,,,,,,,,,36.0,25.0,,30.27,,,,,,,,
132,28450,99999,201705022000,311.0,11.0,18.0,,,,,,30.2,,,,,0.0,,,,,36.0,24.0,1027.0,,1001.7,,,,,,,33.0
133,28450,99999,201705022020,330.0,13.0,,41.0,,,,,6.2,,,,,,,,,,36.0,25.0,,30.3,,,,,,,,
134,28450,99999,201705022050,330.0,10.0,,,,,,,,,,,,,,,,,34.0,25.0,,30.3,,,,,,,,
135,28450,99999,201705022100,305.0,10.0,15.0,,,,,,31.2,,,,,0.0,,,,0.0,35.0,24.0,1027.6,,1002.2,,,,,,,33.0
136,28450,99999,201705022120,320.0,11.0,,,,,,,,,,,,,,,,,34.0,25.0,,30.3,,,,,,,,
137,28450,99999,201705022150,320.0,10.0,,,,,,,,,,,,,,,,,34.0,23.0,,30.3,,,,,,,,
138,28450,99999,201705022200,311.0,11.0,21.0,,,,,,31.2,,,,,0.0,,,,,34.0,24.0,1028.1,,1002.6,,,,,,,33.0
139,28450,99999,201705022220,330.0,11.0,,,,,,,,,,,,,,,,,34.0,23.0,,30.3,,,,,,,,
140,28450,99999,201705022250,340.0,9.0,,,,,,,,,,,,,,,,,34.0,25.0,,30.3,,,,,,,,
141,28450,99999,201705022300,306.0,8.0,13.0,,,,,,31.2,,,,,0.0,,,,,33.0,24.0,1028.3,,1002.8,,,,,,,33.0
142,28450,99999,201705022320,330.0,10.0,,,,,,,,,,,,,,,,,34.0,25.0,,30.33,,,,,,,,
143,28450,99999,201705022350,320.0,8.0,,55.0,,,,,6.2,,,,,,,,,,34.0,25.0,,30.33,,,,,,,,
144,28450,99999,201705030000,302.0,8.0,13.0,,,,,,31.2,,,,,0.0,,,,0.0,34.0,25.0,1028.7,,1003.2,,,,,,,33.0
145,28450,99999,201705030020,320.0,9.0,,55.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.33,,,,,,,,
146,28450,99999,201705030050,310.0,9.0,,55.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.33,,,,,,,,
147,28450,99999,201705030100,295.0,9.0,15.0,,,,,,31.2,,,,,0.0,,,,,35.0,27.0,1028.8,,1003.4,,,,,,,33.0
148,28450,99999,201705030120,320.0,9.0,,,,,,,,,,,,,,,,,36.0,27.0,,30.33,,,,,,,,
149,28450,99999,201705030150,320.0,9.0,,,,,,,,,,,,,,,,,36.0,27.0,,30.33,,,,,,,,
150,28450,99999,201705030200,306.0,10.0,16.0,,,,,,31.2,,,,,0.0,,,,,35.0,27.0,1029.1,,1003.7,,,,,,,33.0
151,28450,99999,201705030220,330.0,9.0,,,,,,,,,,,,,,,,,36.0,27.0,,30.36,,,,,,,,
152,28450,99999,201705030250,330.0,10.0,,,,,,,,,,,,,,,,,36.0,27.0,,30.36,,,,,,,,
153,28450,99999,201705030300,312.0,11.0,20.0,,,,,,31.2,,,,,0.0,,,,0.0,36.0,27.0,1029.6,,1004.2,,,,,,,33.0
154,28450,99999,201705030320,990.0,10.0,,,,,,,,,,,,,,,,,36.0,27.0,,30.36,,,,,,,,
155,28450,99999,201705030400,314.0,11.0,16.0,,,,,,31.2,,,,,0.0,,,,,36.0,27.0,1029.9,,1004.5,,,,,,,33.0
156,28450,99999,201705030420,330.0,10.0,,52.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.36,,,,,,,,
157,28450,99999,201705030450,330.0,11.0,,53.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.39,,,,,,,,
158,28450,99999,201705030500,313.0,12.0,19.0,,,,,,31.2,,,,,0.0,,,,,36.0,27.0,1030.6,,1005.2,,,,,,,33.0
159,28450,99999,201705030520,330.0,13.0,,53.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.39,,,,,,,,
160,28450,99999,201705030550,340.0,10.0,,49.0,,,,,6.2,,,,,,,,,,36.0,27.0,,30.39,,,,,,,,
161,28450,99999,201705030600,324.0,9.0,15.0,,BKN,,,,31.2,15.0,,,,,,,,2.0,37.0,27.0,1031.2,,1005.9,37.0,33.0,,,,,33.0
162,28450,99999,201705030620,340.0,13.0,,49.0,,,,,6.2,16.0,,,,,,,,,37.0,27.0,,30.42,,,,,,,,
163,28450,99999,201705030650,340.0,11.0,,27.0,,,,,6.2,16.0,,,,,,,,,37.0,27.0,,30.42,,,,,,,,
164,28450,99999,201705030700,331.0,11.0,20.0,,,,,,28.0,,,,,0.0,,,,,37.0,27.0,1031.8,,1006.5,,,,,,,33.0
165,28450,99999,201705030720,340.0,11.0,,28.0,,,,,6.2,16.0,,,,,,,,,37.0,27.0,,30.42,,,,,,,,
166,28450,99999,201705030750,330.0,13.0,,34.0,,,,,6.2,,,,,,,,,,37.0,28.0,,30.45,,,,,,,,
167,28450,99999,201705030800,320.0,10.0,16.0,,,,,,29.2,,,,,0.0,,,,,38.0,27.0,1032.6,,1007.3,,,,,,,33.0
168,28450,99999,201705030820,330.0,10.0,,34.0,,,,,6.2,,,,,,,,,,37.0,27.0,,30.45,,,,,,,,
169,28450,99999,201705030850,340.0,13.0,,38.0,,,,,6.2,,,,,,,,,,37.0,27.0,,30.45,,,,,,,,
170,28450,99999,201705030900,334.0,10.0,18.0,,,,,,24.9,,,,,0.0,,,,0.0,39.0,25.0,1033.3,,1008.0,,,,,,,33.0
171,28450,99999,201705030920,350.0,17.0,,45.0,,,,,6.2,,,,,,,,,,39.0,27.0,,30.47,,,,,,,,
172,28450,99999,201705030950,350.0,16.0,,35.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.47,,,,,,,,
173,28450,99999,201705031000,353.0,10.0,16.0,,,,,,30.0,,,,,0.0,,,,,38.0,24.0,1034.2,,1008.8,,,,,,,33.0
174,28450,99999,201705031020,360.0,15.0,,42.0,,,,,6.2,,,,,,,,,,37.0,25.0,,30.5,,,,,,,,
175,28450,99999,201705031050,350.0,15.0,,35.0,,,,,6.2,,,,,,,,,,37.0,25.0,,30.5,,,,,,,,
176,28450,99999,201705031100,334.0,12.0,21.0,,,,,,29.8,,,,,0.0,,,,,38.0,23.0,1034.8,,1009.4,,,,,,,32.0
177,28450,99999,201705031120,350.0,16.0,,36.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.5,,,,,,,,
178,28450,99999,201705031150,340.0,14.0,,36.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.53,,,,,,,,
179,28450,99999,201705031200,333.0,11.0,18.0,,BKN,,,,31.2,2.0,,,,,,,,2.0,37.0,23.0,1035.5,,1010.1,,,,,,,32.0
180,28450,99999,201705031220,340.0,13.0,,38.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.53,,,,,,,,
181,28450,99999,201705031250,350.0,13.0,,41.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.53,,,,,,,,
182,28450,99999,201705031300,343.0,9.0,18.0,,,,,,30.0,,,,,0.0,,,,,38.0,23.0,1035.9,,1010.5,,,,,,,32.0
183,28450,99999,201705031320,340.0,14.0,,41.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.53,,,,,,,,
184,28450,99999,201705031350,350.0,14.0,,39.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.56,,,,,,,,
185,28450,99999,201705031400,320.0,11.0,17.0,,,,,,30.0,,,,,0.0,,,,,38.0,22.0,1036.3,,1010.9,,,,,,,32.0
186,28450,99999,201705031420,320.0,11.0,,40.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.56,,,,,,,,
187,28450,99999,201705031450,330.0,10.0,,43.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.56,,,,,,,,
188,28450,99999,201705031500,316.0,9.0,16.0,,,,,,30.6,,,,,0.0,,,,0.0,38.0,21.0,1036.5,,1011.1,,,,,,,32.0
189,28450,99999,201705031520,340.0,10.0,,43.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.56,,,,,,,,
190,28450,99999,201705031550,330.0,9.0,,42.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.56,,,,,,,,
191,28450,99999,201705031600,329.0,8.0,14.0,,,,,,31.2,,,,,0.0,,,,,38.0,21.0,1036.8,,1011.3,,,,,,,32.0
192,28450,99999,201705031620,340.0,11.0,,42.0,,,,,6.2,,,,,,,,,,37.0,21.0,,30.56,,,,,,,,
193,28450,99999,201705031650,340.0,9.0,,42.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.56,,,,,,,,
194,28450,99999,201705031700,327.0,7.0,13.0,,,,,,31.2,,,,,0.0,,,,,37.0,22.0,1036.8,,1011.3,,,,,,,32.0
195,28450,99999,201705031720,340.0,9.0,,41.0,,,,,6.2,,,,,,,,,,37.0,23.0,,30.56,,,,,,,,
196,28450,99999,201705031750,340.0,8.0,,41.0,,,,,6.2,,,,,,,,,,36.0,23.0,,30.56,,,,,,,,
197,28450,99999,201705031800,328.0,6.0,,,,,,,31.2,,,,,0.0,,,,0.0,37.0,22.0,1037.1,,1011.5,39.0,37.0,,,,,32.0
198,28450,99999,201705031820,340.0,8.0,,40.0,,,,,6.2,,,,,,,,,,36.0,23.0,,30.56,,,,,,,,
199,28450,99999,201705031850,340.0,8.0,,,,,,,6.2,,,,,,,,,,36.0,23.0,,30.59,,,,,,,,
200,28450,99999,201705031900,326.0,5.0,,,,,,,31.2,,,,,0.0,,,,,35.0,23.0,1037.5,,1011.9,,,,,,,32.0
201,28450,99999,201705031920,340.0,7.0,,38.0,,,,,6.2,,,,,,,,,,34.0,23.0,,30.59,,,,,,,,
202,28450,99999,201705031950,340.0,8.0,,,,,,,6.2,,,,,,,,,,34.0,23.0,,30.59,,,,,,,,
203,28450,99999,201705032000,324.0,6.0,,,,,,,31.2,,,,,0.0,,,,,34.0,23.0,1037.6,,1012.0,,,,,,,32.0
204,28450,99999,201705032020,350.0,7.0,,,,,,,6.2,,,,,,,,,,32.0,23.0,,30.59,,,,,,,,
205,28450,99999,201705032050,330.0,5.0,,,,,,,,,,,,,,,,,32.0,21.0,,30.59,,,,,,,,
